Real-time,RTD Average Upper Temperature (C)
2018-02-24 07:00:56,-10.46424
2018-02-24 08:00:56,-9.587775
2018-02-24 09:00:56,-8.959836
2018-02-24 10:00:56,-8.158762
2018-02-24 11:00:56,-7.64961
2018-02-24 12:00:56,-7.432051
2018-02-24 13:00:56,-6.942591
2018-02-24 14:00:56,-6.319381
2018-02-24 15:00:56,-6.536785
2018-02-24 16:00:56,-6.632798
2018-02-24 17:00:56,-7.331352
2018-02-24 18:01:03,-7.602946
2018-02-24 19:00:56,-7.315971
2018-02-24 20:01:05,-7.393705
2018-02-24 21:00:56,-8.385001
2018-02-24 22:01:02,-10.0753
2018-02-24 23:01:03,-9.618445
2018-02-25 00:01:04,-8.901195
2018-02-25 01:00:56,-9.502635
2018-02-25 02:01:04,-10.0707
2018-02-25 03:00:56,-10.38008
2018-02-25 04:00:56,-10.4155
2018-02-25 05:01:04,-10.46613
2018-02-25 06:00:56,-10.57526
2018-02-25 07:00:56,-10.43784
2018-02-25 08:00:56,-10.15371
2018-02-25 09:00:56,-10.04359
2018-02-25 10:00:56,-9.691134
2018-02-25 11:00:56,-9.38819
2018-02-25 12:01:01,-9.013542
2018-02-25 13:00:56,-8.898846
2018-02-25 14:00:56,-9.279025
2018-02-25 15:01:05,-9.586592
2018-02-25 16:00:59,-10.31573
2018-02-25 17:01:02,-11.16356
2018-02-25 18:00:56,-12.07704
2018-02-25 19:01:02,-12.91506
2018-02-25 20:01:01,-13.91069
2018-02-25 21:00:56,-14.42755
2018-02-25 22:00:56,-15.20925
2018-02-25 23:00:56,-15.89671
2018-02-26 00:00:59,-16.06469
2018-02-26 01:00:56,-16.37645
2018-02-26 02:01:04,-16.13237
2018-02-26 03:00:56,-14.43755
2018-02-26 04:00:56,-13.91346
2018-02-26 05:01:04,-13.61703
2018-02-26 06:00:57,-13.74648
2018-02-26 07:01:03,-13.58341
2018-02-26 08:00:56,-13.32279
2018-02-26 09:01:04,-12.86316
2018-02-26 10:00:56,-12.24597
2018-02-26 11:01:05,-11.53717
2018-02-26 12:00:56,-11.06239
2018-02-26 13:00:56,-10.46072
2018-02-26 14:00:56,-10.25826
2018-02-26 15:00:56,-10.27508
2018-02-26 16:00:56,-10.27929
2018-02-26 17:00:56,-10.53927
2018-02-26 18:00:56,-10.9538
2018-02-26 19:00:56,-11.62224
2018-02-26 20:00:56,-12.13877
2018-02-26 21:00:56,-13.4182
